SearchQuery,ID0,S0,ID1,S1,ID2,S2,ID3,S3,ID4,S4
"Tags:""rtsp""",RtspClientSharp,4,Streamcoders.MediaSuite.x86,3,Streamcoders.MediaSuite.x64,3,VisioForge.DotNet.VideoCapture.TRIAL,3,VisioForge.DotNet.MediaPlayer.TRIAL,3
Microsoft.CodeDom.Providers.DotNetCompilerPlatform,Microsoft.CodeDom.Providers.DotNetCompilerPlatform,4,Microsoft.CodeDom.Providers.DotNetCompilerPlatform.BinFix,3,Microsoft.CodeDom.Providers.DotNetCompilerPlatform.NoInstall,3,Microsoft.DotNet.PlatformAbstractions,1,Microsoft.NETCore.DotNetHostPolicy,1
Levenshtein,LevenshteinMinimumEditDistance,4,F23.StringSimilarity,3,String.Similarity,3,,,,
Microsoft.EntityFrameworkCore.Tools.DotNet,Microsoft.EntityFrameworkCore.Tools.DotNet,4,Microsoft.EntityFrameworkCore,2,,,,,,
Microsoft.AspNetCore.Identity,Microsoft.AspNetCore.Identity,4,Microsoft.AspNetCore.Http,3,,,,,,
blazor,Microsoft.AspNetCore.Components.WebAssembly,4,Microsoft.AspNetCore.Components.WebAssembly.DevServer,3,Blazor.Extensions.*,3,BlazorFiddle.Blazor,1,BlazorNative,1
CefSharp,CefSharp.Wpf,4,CefSharp.WinForms,4,CefSharp.*,3,,,,
microsoft.aspnetcore.app,Microsoft.AspNetCore.App,4,Microsoft.AspNetCore.Hosting,3,Microsoft.AspNetCore.*,1,,,,
Microsoft.AspNetCore.Identity.EntityFrameworkCore,Microsoft.AspNetCore.Identity.EntityFrameworkCore,4,Microsoft.AspNet.Identity.EntityFramework,2,Microsoft.EntityFrameworkCore,2,,,,
DataMatrix,Zxing.Net,4,DataMatrix.net,2,,,,,,
"Tags:""pdfviewer""",PdfSharp,2,PdfiumViewer,2,,,,,,
ssh.net,SSH.NET,4,WinSCP,1,FluentFTP,1,,,,
Microsoft.CSharp,Microsoft.CSharp,4,,,,,,,,
http,System.Net.Http,3,Microsoft.Net.Http.Headers,3,Microsoft.Net.Http,2,Microsoft.AspNetCore.Http,2,Microsoft.Owin.Host.HttpListener,2
System.ValueTuple,System.ValueTuple,4,,,,,,,,
graphql,GraphQL,4,GraphQL.Client,3,HotChocolate,3,,,,
Microsoft.AspNetCore.Authentication,Microsoft.AspNetCore.Authentication,4,Microsoft.AspNetCore.Authentication.JwtBearer,3,Microsoft.AspNetCore.Authentication.Cookies,3,Microsoft.AspNetCore.Authentication.OpenIdConnect,3,,
Bimangle,Bimangle.*,3,,,,,,,,
dbf,DotNetDBF,4,DbfDataReader,4,DbfReader,4,,,,
ninject,Ninject,4,Ninject.*,3,,,,,,
"Tags:""syncfusion.xamarin""",Syncfusion.Xamarin.Core,4,Syncfusion.Xamarin.SfGauge,4,Syncfusion.Xamarin.GridCommon,4,Syncfusion.Xamarin.*,3,Xamarin.Forms,2
Microsoft.AspNetCore.Mvc.Core,Microsoft.AspNetCore.Mvc.Core,4,Microsoft.AspNetCore.Mvc.Abstractions,3,Microsoft.AspNetCore.Mvc.Formatters.Json,2,Microsoft.AspNetCore.Mvc.ViewFeatures,3,Microsoft.AspNetCore.Mvc.DataAnnotations,3
Microsoft.Extensions.Configuration.Abstractions,Microsoft.Extensions.Configuration.Abstractions,4,Microsoft.Extensions.Configuration,3,Microsoft.Extensions.Configuration.Binder,3,Microsoft.Extensions.Configuration.*,2,,
Microsoft.Owin.Security,Microsoft.Owin.Security,4,Microsoft.Owin,2,Microsoft.Owin.Security.OAuth,3,Microsoft.Owin.Security.Cookies,3,Microsoft.Owin.Security.*,2
Microsoft.AspNetCore.Authentication.JwtBearer,Microsoft.AspNetCore.Authentication.JwtBearer,4,Microsoft.AspNetCore.Authentication.Core,3,,,,,,
Microsoft.AspNetCore.Mvc.NewtonsoftJson,Microsoft.AspNetCore.Mvc.NewtonsoftJson,4,Newtonsoft.Json,4,Microsoft.AspNetCore.Mvc.Formatters.Json,3,Microsoft.AspNetCore.Mvc.Core,3,,
Microsoft.Web.Infrastructure,Microsoft.Web.Infrastructure,4,,,,,,,,
roslyn,Microsoft.CSharp,2,Microsoft.CodeAnalysis.CSharp,2,Microsoft.CodeAnalysis.FxCopAnalyzers,2,Microsoft.CodeDom.Providers.DotNetCompilerPlatform,2,,
Microsoft.AspNet.WebHooks.Receivers,Microsoft.AspNet.WebHooks.Receivers,4,Microsoft.AspNet.WebHooks.Receivers.*,3,,,,,,
zxing,Zxing.Net,4,,,,,,,,
SharpZipLib,SharpZipLib,4,System.IO.Compression.ZipFile,2,DotNetZip,2,,,,
search,Elasticsearch.Net,4,Microsoft.Azure.Search,4,Lucene.Net,3,SolrNet,2,,
"Tags:""AndroidX"" Authors:""Microsoft""",Xamarin.AndroidX.*,3,,,,,,,,
csvhelper,CsvHelper,4,LumenWorksCsvReader,2,ServiceStack.Text,2,FileHelpers,2,,
longcalc,longcalc,2,,,,,,,,
Selenium,Selenium.WebDriver,4,Selenium.Support,3,Selenium.WebDriver.ChromeDriver,3,Selenium.WebDriver.IEDriver,3,Selenium.Chrome.WebDriver,3
WebRTC,WebRTC,3,OpenTok,2,Xamarin.OpenTok.*,2,,,,
openssl,System.Security.Cryptography.OpenSsl,4,ManagedOpenSsl64,3,ManagedOpenSsl32,3,,,,
xbim,Xbim.Essentials,4,Xbim.Common,4,Xbim.*,3,,,,
R.NET.Community,R.NET.Community,4,R.NET.Community.FSharp,2,R.NET.Community.Graphics,2,R.NET,1,,
ReportViewer,Microsoft.Report.Viewer,4,Microsoft.ReportViewer,4,Microsoft.ReportViewer.WinForms,3,Microsoft.ReportViewer.Runtime.WebForms,3,ReportViewer.WebForms,2
topshelf,Topshelf,4,Topshelf.Log4Net,3,Topshelf.Nlog,3,Topshelf.Autofac,3,Topshelf.Serilog,3
NETStandard.Library,NETStandard.Library,4,,,,,,,,
System.Threading.Tasks.Extensions,System.Threading.Tasks.Extensions,4,System.Threading.Tasks,3,System.Threading.Tasks.Dataflow,3,System.Threading.Tasks.*,2,,
httpcontext,Microsoft.AspNetCore.Http.Abstractions,4,System.Net.Http,4,Microsoft.AspNetCore.Http,3,,,,
FluentValidation,FluentValidation,4,FluentValidation.*,3,FluentAssertions,3,,,,
nhibernate,NHibernate,4,FluentNHibernate,3,,,,,,
OpenStreetMap,OsmSharp,4,MapSurfer.NET.UI,3,BruTile,3,Itinero,2,,
"Tags:""ffmpeg""",FFmpeg.AutoGen,3,Xabe.FFMpeg,4,,,,,,
mailkit,Mailkit,4,Sendgrid,1,,,,,,
FluentAssertions,FluentAssertions,4,FluentAssertions.Json,2,FluentAssertions.Autofac,2,FluentValidation,1,,
System.Web,System.Web.Providers,2,System.Web.Http.Common,2,Microsoft.AspNet.WebApi.Core,3,,,,
devexpress,DevExtreme.AspNet.Data,4,DevExpress.Data,4,DevExpress.Xpo,3,,,,
aspose,Aspose.PDF,4,Aspose.Words,4,Aspose.Cells,4,Aspose.Email,3,Aspose.Slides.NET,3
aws,AWSSDK.Core,4,AWSSDK.S3,3,AWSSDK.DynamoDBv2,3,AWSSDK.*,2,,
mongo,MongoDB.Driver,4,mongocsharpdriver,3,MongoDB.Driver.GridFS,3,,,,
Oracle,Oracle.ManagedDataAccess,4,Oracle.ManagedDataAccess.Core,3,Oracle.ManagedDataAccess.EntityFramework,3,Devart.Data.Oracle,2,Devart.Data.Oracle.EFCore,2
Microsoft.Extensions.Logging.Abstractions,Microsoft.Extensions.Logging.Abstractions,4,Microsoft.Extensions.Logging,3,Microsoft.Extensions.Logging.*,2,Nlog.Extensions.Logging,2,,
fody,Fody,4,FodyPackaging,2,,,,,,
System.Runtime,System.Runtime,4,System.Runtime.Extensions,3,System.Runtime.InteropServices,3,System.Runtime.InteropServices.RuntimeInformation,3,System.Runtime.Numerics,3
sharepoint,SharePoint,2,Microsoft.SharePointOnline.CSOM,3,Microsoft.SharePoint.Client,2,Kraken.SharePoint.Client,3,Kraken.SharePoint.Apps,3
System.Memory,System.Memory,4,System.IO.Pipelines,2,System.Buffers,3,,,,
Microsoft.EntityFrameworkCore.Relational,Microsoft.EntityFrameworkCore.Relational,4,Microsoft.EntityFrameworkCore,4,Microsoft.EntityFrameworkCore.*,2,,,,
EntityFramework.SqlServer,EntityFramework,4,Microsoft.EntityFrameworkCore.SqlServer,4,,,,,,
MySql.Data,MySql.Data,4,MySql.Data.Entity,4,System.Data.SqlClient,3,MySql.Data.EntityFrameworkCore,3,Runtime.*,1
awssdk,AWSSDK.S3,4,AWSSDK.SQS,4,AWSSDK.DynamoDBv2,4,AWSSDK.*,4,,
2007 Office System Driver: Data Connectivity Components,Microsoft.Office.Interop.Excel,3,ExcelDataReader,2,EPPlus,2,ClosedXML,2,,
hpcsharp,hpcsharp,4,,,,,,,,
git,LibGit2Sharp,4,GitVersion.CommandLine,3,,,,,,
cake,Cake,4,Cake.CoreCLR,3,Cake.Tool,3,Cake.FileHelpers,2,Cake.Npm,2
Microsoft.Extensions.Configuration.Binder,Microsoft.Extensions.Configuration.Binder,4,Microsoft.Extensions.Configuration,3,Microsoft.Extensions.Configuration.*,2,,,,
System.Web.Optimization,Microsoft.AspNet.Web.Optimization,4,Microsoft.AspNet.Web.Optimization.WebForms,3,,,,,,
Microsoft.Extensions.Hosting,Microsoft.Extensions.Hosting,4,Microsoft.Extensions.Hosting.*,2,,,,,,
Google.Apis.drive,Google.Apis.Drive.v3,4,Google.Apis.Drive.v2,3,Google.Apis.Drive.v1,2,,,,
DocumentFormat.OpenXml,DocumentFormat.OpenXml,4,DocumentFormat.OpenXmlSDK,2,DocX,2,,,,
Google.Protobuf,Google.Protobuf,4,protobuf-net,2,Google.Protobuf.Tools,3,,,,
freesql,FreeSql,4,FreeSql.DbContext,3,FreeSql.Repository,3,FreeSql.*,2,,
AspNetCore.HealthChecks,Microsoft.AspNetCore.Diagnostics,4,Microsoft.AspNetCore.Diagnostics.*,3,AspNetCore.HealthChecks,2,,,,
angular,AngularJS.Core,1,angularjs,1,AngularJS.*,1,,,,
Google.Apis.firestore,Google.Apis.Firestore.v1,4,Google.Apis.Firestore.v1beta1,3,Google.Apis.Firestore.v1beta2,3,Google.Apis,2,,
Owin,Owin,4,Microsoft.Owin,4,Microsoft.Owin.Security.Oauth,3,Microsoft.Owin.Host.SystemWeb,3,Microsoft.AspNet.WebApi.Owin,3
Google.Apis.oauth2,Google.Apis.Oauth2.v2,4,Google.Apis.Oauth2.v1,3,Google.Apis.Auth,3,Microsoft.AspNetCore.Authentication.Google,3,Microsoft.Owin.Security.Google,3
yaml,YamlDotNet,4,SharpYaml,3,,,,,,
google,Google.Apis,4,Google.Protobuf,3,Microsoft.Owin.Security.Google,3,Microsoft.AspNetCore.Authentication.Google,3,Google.Apis.*,3
gpio,Enterprisecoding.RPI.GPIO,4,ReactiveGpio,3,Unidevel.Raspberry.Gpio,3,System.Device.Gpio,3,,
Microsoft.VisualStudio.Web.CodeGeneration.Tools,Microsoft.VisualStudio.Web.CodeGeneration.Tools,4,Microsoft.VisualStudio.Web.CodeGeneration.*,2,Microsoft.VisualStudio.Web.CodeGeneration.Design,3,,,,
Microsoft.IdentityModel,Microsoft.IdentityModel,4,Microsoft.IdentityModel.Clients.ActiveDirectory,3,Microsoft.IdentityModel.Tokens,3,Microsoft.IdentityModel.*,2,,
Microsoft.Owin.Host.SystemWeb,Microsoft.Owin.Host.SystemWeb,4,,,,,,,,
commandline,CommandLineParser,3,Microsoft.Extensions.CommandLineUtils,3,McMaster.Extensions.CommandLineUtils,2,NuGet.CommandLine,2,Microsoft.Extensions.Configuration.CommandLine,3
Microsoft.AspNetCore.Hosting,Microsoft.AspNetCore.Hosting,4,Microsoft.AspNetCore.Hosting.Abstractions,3,Microsoft.Owin.Hosting,1,Microsoft.AspNetCore.Hosting.*,2,,
System.ComponentModel.Annotations,System.ComponentModel.Annotations,4,System.ComponentModel,3,System.ComponentModel.Primitives,3,System.ComponentModel.*,2,,
qrcode,QRCoder,4,ZXing.Net,4,ZXing.Net.Mobile,3,,,,
Microsoft.Office.Interop.Excel,Microsoft.Office.Interop.Excel,4,Microsoft.Office.Interop.Word,2,Microsoft.Office.Interop.Outlook,2,,,,
Microsoft.AspNetCore.Http,Microsoft.AspNetCore.Http,4,Microsoft.AspNetCore.Http.Abstractions,3,Microsoft.AspNetCore.Http.*,2,,,,
SAML,Microsoft.IdentityModel.Tokens.Saml,4,Sustainsys.Saml2.*,3,Sustainsys.Saml2,2,,,,
captcha,recaptcha,4,Captcha,4,,,,,,
xml,System.Xml.Xdocument,4,System.Xml.ReaderWriter,4,,,,,,
Quartz,Quartz,4,,,,,,,,
beetlex,BeetleX,4,BeetleX.FastHttpApi,3,BeetleX.Bumblebee,3,BeetleX.FastHttpApi.Admin,3,BeetleX.FastHttpApi.Hosting,3
syncfusion.ej2.blazor,Syncfusion.EJ2.Blazor,4,Syncfusion.EJ2.*,3,,,,,,
antlr,Antlr,4,Antlr4,4,Antlr3.Runtime,4,Antlr4.Runtime,4,,
image,ImageProcessor,4,SixLabors.ImageSharp,4,System.Drawing.Common,3,Xamarin.FFImageLoading,2,ImageResizer,2
System.Buffers,System.Buffers,4,System.Buffers.Primitives,3,System.Memory,3,System.*,2,,
command-line-parser,CommandLineParser,4,FluentCommandLineParser,2,,,,,,
SharePoint PnP Core Library,SharePointPnPCoreOnline,4,SharePointPnP.IdentityModel.Extensions,3,Microsoft.SharePointOnline.CSOM,3,,,,
Microsoft.CodeAnalysis,Microsoft.CodeAnalysis,4,Microsoft.CodeAnalysis.FxCopAnalyzers,3,,,,,,
Serilog.AspNetCore,Serilog.AspNetCore,4,Serilog.Extensions.Logging,3,Serilog,3,Serilog.*,2,,
MSTest.TestAdapter,MSTest.TestAdapter,4,NUnit3TestAdapter,1,MSTest.TestFramework,3,NUnitTestAdapter,1,TeamCity.VSTest.TestAdapter,2
zlib,Zlib.Portable.Signed,4,Zlib.Portable,4,zlib.net,2,SharpZipLib,2,DotNetZip,2
commandlineparser,CommandLineParser,4,McMaster.Extensions.CommandLineUtils,2,Microsoft.Extensions.CommandLineUtils,2,Microsoft.Extensions.Configuration.CommandLine,1,,
Microsoft.Extensions.Configuration.FileExtensions,Microsoft.Extensions.Configuration.FileExtensions,4,Microsoft.Extensions.Configuration.*,2,Microsoft.Extensions.Configuration,3,,,,
logging,Microsoft.Extensions.Logging,4,NLog,4,log4net,4,serilog,4,Common.Logging,4
itext7,itext7,4,itext7.*,3,iTextSharp,2,,,,
office,Microsoft.Office.Interop.Excel,4,Microsoft.Office.Interop.Word,4,Microsoft.Office.Interop.Outlook,4,DocumentFormat.OpenXml,3,OfficeUIFabric,3
Microsoft.WindowsAzure.Storage,WindowsAzure.Storage,4,Microsoft.Azure.Storage.Blob,3,,,,,,
webcam,WebEye.Controls.Wpf.WebCameraControl,4,WpfWebcamControl,4,,,,,,
Microsoft.AspNetCore.SignalR,Microsoft.AspNetCore.SignalR,4,Microsoft.AspNetCore.SignalR.Client,3,Microsoft.AspNetCore.SignalR.Common,3,Microsoft.AspNetCore.SignalR.Core,3,Microsoft.AspNetCore.SignalR.Protocols.Json,3
razor,Microsoft.AspNet.Razor,4,Microsoft.AspNetCore.Razor,4,RazorEngine,4,Microsoft.AspNetCore.Mvc.Razor,4,FluentEmail.Razor,2
chrome,Selenium.WebDriver.ChromeDriver,3,Selenium.Chrome.WebDriver,2,Chromium.ChromeDriver,2,,,,
Persian,System.Globalization.Calendars,4,MD.PersianDateTime,4,NodaTime,4,,,,
postgres,Npgsql,4,Npgsql.EntityFrameworkCore.PostgreSQL,4,,,,,,
microsoft.netcore.app,Microsoft.NETCore.App,4,Microsoft.NETCore.UniversalWindowsPlatform,3,Microsoft.NetCore.Analyzers,2,,,,
ldap,Novell.Directory.Ldap.NETStandard,4,Novell.Directory.Ldap.NETStandard2_0,3,Novell.Directory.Ldap,3,,,,
reportviewer,Microsoft.ReportViewer.*,2,,,,,,,,
"Tags:""Blazor""",Microsoft.AspNetCore.Components.WebAssembly,4,Microsoft.AspNetCore.Components.WebAssembly.DevServer,3,Microsoft.AspNetCore.Components.WebAssembly.Build,3,,,,
cef,CefSharp.WinForms,4,CefSharp.Wpf,4,CefSharp.OffScreen,4,,,,
mstest,MSTest.TestFramework,4,MSTest.TestAdapter,4,,,,,,
System.Data,System.Data.SqlClient,3,System.Data.SQLite,3,System.Data.Common,2,,,,
System.ServiceModel,System.ServiceModel.*,2,,,,,,,,
DataGridView,Microsoft.Toolkit.Uwp.UI.Controls.DataGrid,2,Microsoft.Toolkit.Uwp.UI.Controls,2,,,,,,
Microsoft,EntityFramework,2,Microsoft.AspNet.Mvc,2,Microsoft.AspNetCore.Mvc,2,Microsoft.Extensions.Logging,2,Microsoft.*,1
Microsoft.Extensions.Caching.Memory,Microsoft.Extensions.Caching.Memory,4,Microsoft.Extensions.Caching.*,2,,,,,,
entityframework core,Microsoft.EntityFrameworkCore,4,EntityFramework,2,Microsoft.EntityFrameworkCore.*,2,,,,
firebase,Xamarin.Firebase.Messaging,4,Xamarin.Firebase.*,3,FirebaseAuthentication.net,2,,,,
ClosedXML,ClosedXML,4,ClosedXML.*,3,,,,,,
CommandLineParser,CommandLineParser,4,Microsoft.Extensions.Configuration.CommandLine,4,FluentCommandLineParser,4,,,,
"Tags:""wkhtmltopdf""",WkHtmlToXSharp,3,TuesPechkin,3,DinkToPdf,3,NReco.PdfGenerator,3,Shark.PdfConvert,2
cpprestsdk,cpprestsdk.v141,4,cpprestsdk.v140.windesktop.msvcstl.static.rt-static,3,cpprestsdk.v110.winxp.msvcstl.dyn.rt-dyn,3,cpprestsdk.v.141,2,,
OCR,Ocr,4,IronOCR,4,IronOcr.Languages.*,3,Aspose.OCR,4,asprise-ocr-api,4
tensorflow,Microsoft.ML,3,Microsoft.ML.TensorFlow,4,TensorFlowSharp,4,,,,
protobuf-net,protobuf-net,4,Google.Protobuf,3,Google.Protobuf.Tools,2,,,,
Microsoft.NETCore.Platforms,Microsoft.NETCore.Platforms,4,,,,,,,,
Nethereum,Nethereum.Hex,4,Nethereum.RPC,4,Nethereum.*,3,Nethereum,2,,
Dapper.Common,Dapper,3,,,,,,,,
TWAIN,NTwain,4,Saraff.Twain,4,TwainDotNet,4,,,,
swashbuckle.aspnetcore,Swashbuckle.AspNetCore,4,Swashbuckle.AspNetCore.Annotations        ,3,Swashbuckle.AspNetCore.*,2,,,,
ColorPicker,AdvancedColorPicker,2,,,,,,,,
Serilog.Sinks.Console,Serilog.Sinks.Console,4,Serilog.Sinks.ColoredConsole,3,Serilog.Sinks.*,2,Serilog,2,,
"Tags:""Argon2""",Liphsoft.Crypto.Argon2,2,Isopoh.Cryptography.Argon2,2,Konscious.Security.Cryptography.Blake2,2,,,,
Microsoft.Extensions.Http,Microsoft.Extensions.Http,4,Microsoft.Extensions.Http.Polly,3,System.Net.Http,1,,,,
soap,SoapCore,2,ServiceStack,3,,,,,,
microsoft.extensions.logging,microsoft.extensions.logging,4,microsoft.extensions.logging.*,2,,,,,,
exif,Xamarin.Android.Support.Exif,3,ExifLib.PCL,4,ExifLib,3,MetadataExtractor,3,,
Microsoft.AspNetCore.Http.Abstractions,Microsoft.AspNetCore.Http.Abstractions,4,Microsoft.AspNetCore.Http,3,Microsoft.AspNetCore.Http.*,3,,,,
NUnit3TestAdapter,NUnit3TestAdapter,4,NUnit,3,NUnitTestAdapter,3,NUnit.*,2,,
Microsoft.Practices.Unity,Unity,4,,,,,,,,
wpf,Extended.Wpf.Toolkit,2,Prism.Wpf,2,HelixToolkit,2,CefSharp.Wpf,2,,
WebGrease,WebGrease,4,,,,,,,,
hp-socket,HP-Socket*,1,System.Net.WebSockets.WebSocketProtocol,3,WebSocketSharp,3,,,,
identityserver,IdentityServer4,4,IdentityServer3,3,IdentityServer4.AccessTokenValidation,3,IdentityServer3.AccessTokenValidation,3,IdentityServer4.*,2
WebBrowser,EO.WebBrowser,3,CefSharp.WinForms,3,CefSharp.Wpf,3,Microsoft.VisualStudio.Web.BrowserLink,3,Selenium.WebDriver,3
Castle.Core,Castle.Core,4,Castle.Windsor,3,Moq,2,NSubstitute,2,,
System.Text.Encoding.CodePages,System.Text.Encoding.CodePages,4,System.Text.Encoding,3,System.Text.Encoding.Extensions,3,,,,
Google.Apis.sheets, Google.Apis.Sheets.v4,4,Google.Apis.*,3,,,,,,
system.memory,System.Memory,4,System.Buffers,3,System.IO.Pipelines,3,,,,
BouncyCastle,BouncyCastle,4,Portable.BouncyCastle,4,BouncyCastle.NetCore,2,,,,
Microsoft.Extensions.Primitives,Microsoft.Extensions.Primitives,4,,,,,,,,
fluentvalidation,FluentValidation,4,FluentValidation.*,2,FluentValidation.AspNetCore,3,,,,
DOCX,DocX,4,NPOI,3,DocumentFormat.OpenXml,3,Spire.Doc,2,FreeSpire.Doc,2
log,Microsoft.Extensions.Logging,4,NLog,4,log4net,4,serilog,4,Common.Logging,4
MySql.Data.EntityFrameworkCore,MySql.Data.EntityFrameworkCore,4,Pomelo.EntityFrameworkCore.MySql,2,MySql.Data,2,MySqlConnector,2,MySql.Data.*,1
Excel,EPPlus,4,ExcelDataReader,3,Microsoft.Office.Interop.Excel,3,EPPlus.Core,3,ClosedXML,3
RDLC,Microsoft.ReportingServices.ReportViewerControl.WebForms,4,microsoft.reportingservices.reportviewercontrol.winforms,4,,,,,,
Microsoft.AspNet.WebPages,Microsoft.AspNet.WebPages,4,Microsoft.AspNet.WebPages.*,3,Microsoft.AspNet.WebApi,2,Microsoft.AspNet.Mvc,2,,
openblas,OpenBLAS,4,,,,,,,,
sql,System.Data.SqlClient,4,MySql.Data,4,Npgsql,3,Dapper,3,EntityFramework,3
MongoDB.Driver,MongoDB.Driver,4,MongoDB.Driver.*,2,,,,,,
"Id:""Firebase"" Authors:""Microsoft"" Tags:""Xamarin.Android""",Xamarin.Firebase.Common,4,Xamarin.Firebase.Messaging,4,Xamarin.Firebase.Auth,4,Xamarin.Firebase.Database,4,Firebase.Xamarin,2
svg,Svg,4,Xamarin.FFImageLoading.Svg*,3,SkiaSharp.Svg,3,,,,
Microsoft.NET.Sdk.Functions,Microsoft.NET.Sdk.Functions,4,Microsoft.Azure.Functions.Extensions,3,AWSSDK.Lambda,1,Google.Apis.CloudFunctions.v1,1,,
system.data.sqlclient,System.Data.SqlClient,4,System.Data.Common,2,Microsoft.EntityFrameworkCore.SqlServer,4,Microsoft.Extensions.Caching.SqlServer,3,,
Microsoft.Owin.Security.OAuth,Microsoft.Owin.Security.OAuth,4,Microsoft.Owin.Security,3,Microsoft.Owin,2,Microsoft.AspNetCore.Authentication.OAuth,2,Microsoft.Owin.Security.*,2
Microsoft.Extensions.Logging.Console,Microsoft.Extensions.Logging.Console,4,Microsoft.Extensions.Logging,3,Microsoft.Extensions.Logging.Abstractions,3,Microsoft.Extensions.Logging.Configuration,3,,
fluentassertions,FluentAssertions,4,FluentAssertions.*,3,,,,,,
CsvHelper,CsvHelper,4,LumenWorksCsvReader,2,LinqToCsv,2,ServiceStack.Text,2,,
odata,Microsoft.Data.OData,3,Microsoft.AspNet.WebApi.OData,4,Microsoft.Data.Services.Client,4,Microsoft.OData.Core,4,Microsoft.AspNetCore.OData,4
chromedriver,Selenium.WebDriver.ChromeDriver,4,Selenium.Chrome.WebDriver,3,,,,,,
word,Microsoft.Office.Interop.Word,4,DocX,3,DocumentFormat.OpenXml,3,,,,
cron,ncrontab,4,ncrontab.signed,4,CronExpressionDescriptor,3,Quartz,3,,
Microsoft.AspNet.Razor,Microsoft.AspNet.Razor,4,Microsoft.AspNetCore.Razor,3,Microsoft.AspNet.Mvc,3,,,,
Google.Apis,Google.Apis,4,Google.Apis.Auth,3,Google.Apis.*,2,,,,
REST,RestSharp,4,Microsoft.Rest.ClientRuntime,3,Microsoft.Rest.ClientRuntime.*,2,Google.Api.Gax.Rest,2,,
Bluetooth,32feet.NET,4,,,,,,,,
winui,Microsoft.UI.Xaml,4,,,,,,,,
WinUI,Microsoft.UI.Xaml,4,,,,,,,,
Windows UI,Microsoft.UI.Xaml,4,Microsoft.Toolkit.Uwp.UI,3,,,,,,
Microsoft.WinUI,Microsoft.UI.Xaml,4,,,,,,,,
ef,EntityFramework,4,Microsoft.EntityFrameworkCore,4,dotnet-ef,4,Microsoft.EntityFrameworkCore.SqlServer,3,Microsoft.EntityFrameworkCore.Tools,3
dotnet-ef,dotnet-ef,4,Microsoft.EntityFrameworkCore.Design,2,Microsoft.EntityFrameworkCore.Tools,2,,,,
System.Text.Json,System.Text.Json,4,,,,,,,,
humanizer,Humanizer,4,Humanizer.Core,4,,,,,,
sqlserver,Microsoft.EntityFrameworkCore.SqlServer,4,EntityFramework,4,System.Data.SqlClient,3,Microsoft.Data.SqlClient,3,Dapper,2
Antlr,Antlr,4,Antlr4,4,Antlr3.Runtime,4,Antlr4.Runtime,4,,
Xamarin.Essentials,Xamarin.Essentials,4,Xamarin.Forms,2,,,,,,
SignalR,Microsoft.AspNet.SignalR,4,Microsoft.AspNetCore.SignalR,4,Microsoft.AspNetCore.SignalR.Client,4,,,,
sendgrid,Sendgrid,4,SendGrid.SmtpApi,3,SendGrid.CSharp.HTTP.Client,2,,,,
my,MySql.Data,2,MySqlConnector,2,Pomelo.EntityFrameworkCore.MySql,2,,,,
Microsoft.Data.SqlClient,Microsoft.Data.SqlClient,4,System.Data.SqlClient,2,,,,,,
system.buffers,System.Buffers,4,,,,,,,,
